datetime,D,NG,Diff,Day,Hour,CloseToLimit,Month
2023-06-01 00:00:00,3434.0,2406.0,-1028.0,2023-06-01,0,True,2023-06
2023-06-01 01:00:00,3264.0,2327.0,-937.0,2023-06-01,1,True,2023-06
2023-06-01 02:00:00,3063.0,2368.0,-695.0,2023-06-01,2,True,2023-06
2023-06-01 03:00:00,2926.0,2365.0,-561.0,2023-06-01,3,True,2023-06
2023-06-01 04:00:00,2641.0,2218.0,-423.0,2023-06-01,4,True,2023-06
2023-06-01 05:00:00,2378.0,1986.0,-392.0,2023-06-01,5,True,2023-06
2023-06-01 06:00:00,2176.0,1818.0,-358.0,2023-06-01,6,True,2023-06
2023-06-01 07:00:00,2035.0,1651.0,-384.0,2023-06-01,7,True,2023-06
2023-06-01 08:00:00,1957.0,1584.0,-373.0,2023-06-01,8,True,2023-06
2023-06-01 09:00:00,1887.0,1573.0,-314.0,2023-06-01,9,True,2023-06
2023-06-01 10:00:00,1895.0,1606.0,-289.0,2023-06-01,10,True,2023-06
2023-06-01 11:00:00,1962.0,1556.0,-406.0,2023-06-01,11,True,2023-06
2023-06-01 12:00:00,2080.0,1554.0,-526.0,2023-06-01,12,True,2023-06
2023-06-01 13:00:00,2255.0,1661.0,-594.0,2023-06-01,13,True,2023-06
2023-06-01 14:00:00,2423.0,1800.0,-623.0,2023-06-01,14,True,2023-06
2023-06-01 15:00:00,2614.0,2043.0,-571.0,2023-06-01,15,True,2023-06
2023-06-01 16:00:00,2851.0,2250.0,-601.0,2023-06-01,16,True,2023-06
2023-06-01 17:00:00,3088.0,2403.0,-685.0,2023-06-01,17,True,2023-06
2023-06-01 18:00:00,3270.0,2404.0,-866.0,2023-06-01,18,True,2023-06
2023-06-01 19:00:00,3428.0,2412.0,-1016.0,2023-06-01,19,True,2023-06
2023-06-01 20:00:00,3497.0,2441.0,-1056.0,2023-06-01,20,True,2023-06
2023-06-01 21:00:00,3571.0,2488.0,-1083.0,2023-06-01,21,True,2023-06
2023-06-01 22:00:00,3620.0,2482.0,-1138.0,2023-06-01,22,True,2023-06
2023-06-01 23:00:00,3629.0,2445.0,-1184.0,2023-06-01,23,True,2023-06
2023-06-02 00:00:00,3530.0,2351.0,-1179.0,2023-06-02,0,True,2023-06
2023-06-02 01:00:00,3360.0,2241.0,-1119.0,2023-06-02,1,True,2023-06
2023-06-02 02:00:00,3180.0,2271.0,-909.0,2023-06-02,2,True,2023-06
2023-06-02 03:00:00,3004.0,2324.0,-680.0,2023-06-02,3,True,2023-06
2023-06-02 04:00:00,2728.0,2145.0,-583.0,2023-06-02,4,True,2023-06
2023-06-02 05:00:00,2420.0,1923.0,-497.0,2023-06-02,5,True,2023-06
2023-06-02 06:00:00,2201.0,2007.0,-194.0,2023-06-02,6,True,2023-06
2023-06-02 07:00:00,2071.0,1986.0,-85.0,2023-06-02,7,True,2023-06
2023-06-02 08:00:00,1968.0,1900.0,-68.0,2023-06-02,8,True,2023-06
2023-06-02 09:00:00,1909.0,1751.0,-158.0,2023-06-02,9,True,2023-06
2023-06-02 10:00:00,1916.0,1822.0,-94.0,2023-06-02,10,True,2023-06
2023-06-02 11:00:00,1976.0,1902.0,-74.0,2023-06-02,11,True,2023-06
2023-06-02 12:00:00,2120.0,1971.0,-149.0,2023-06-02,12,True,2023-06
2023-06-02 13:00:00,2285.0,2134.0,-151.0,2023-06-02,13,True,2023-06
2023-06-02 14:00:00,2490.0,2221.0,-269.0,2023-06-02,14,True,2023-06
2023-06-02 15:00:00,2723.0,2382.0,-341.0,2023-06-02,15,True,2023-06
2023-06-02 16:00:00,2979.0,2560.0,-419.0,2023-06-02,16,True,2023-06
2023-06-02 17:00:00,3217.0,2625.0,-592.0,2023-06-02,17,True,2023-06
2023-06-02 18:00:00,3389.0,2648.0,-741.0,2023-06-02,18,True,2023-06
2023-06-02 19:00:00,3566.0,2623.0,-943.0,2023-06-02,19,True,2023-06
2023-06-02 20:00:00,3642.0,2646.0,-996.0,2023-06-02,20,True,2023-06
2023-06-02 21:00:00,3674.0,2617.0,-1057.0,2023-06-02,21,True,2023-06
2023-06-02 22:00:00,3660.0,2592.0,-1068.0,2023-06-02,22,True,2023-06
2023-06-02 23:00:00,3669.0,2536.0,-1133.0,2023-06-02,23,True,2023-06
2023-06-03 00:00:00,3508.0,2484.0,-1024.0,2023-06-03,0,True,2023-06
