datetime,D,NG,Diff,Day,Hour,CloseToLimit,Month
2024-02-01 17:00:00,2368.0,2428.0,60.0,2024-02-01,17,True,2024-02
2024-02-01 18:00:00,2196.0,2152.0,-44.0,2024-02-01,18,True,2024-02
2024-02-01 19:00:00,2096.0,2145.0,49.0,2024-02-01,19,True,2024-02
2024-02-02 12:00:00,2325.0,2425.0,100.0,2024-02-02,12,True,2024-02
2024-02-03 03:00:00,2330.0,2353.0,23.0,2024-02-03,3,True,2024-02
2024-02-03 04:00:00,2268.0,2261.0,-7.0,2024-02-03,4,True,2024-02
2024-02-03 07:00:00,2064.0,2117.0,53.0,2024-02-03,7,True,2024-02
2024-02-03 08:00:00,2057.0,2095.0,38.0,2024-02-03,8,True,2024-02
2024-02-03 09:00:00,2057.0,2089.0,32.0,2024-02-03,9,True,2024-02
2024-02-03 10:00:00,2079.0,2081.0,2.0,2024-02-03,10,True,2024-02
2024-02-03 11:00:00,2135.0,2168.0,33.0,2024-02-03,11,True,2024-02
2024-02-03 15:00:00,2569.0,2699.0,130.0,2024-02-03,15,True,2024-02
2024-02-03 16:00:00,2470.0,2427.0,-43.0,2024-02-03,16,True,2024-02
2024-02-03 17:00:00,2477.0,2336.0,-141.0,2024-02-03,17,True,2024-02
2024-02-03 18:00:00,2301.0,2110.0,-191.0,2024-02-03,18,True,2024-02
2024-02-03 19:00:00,2224.0,2117.0,-107.0,2024-02-03,19,True,2024-02
2024-02-03 20:00:00,2158.0,2142.0,-16.0,2024-02-03,20,True,2024-02
2024-02-03 21:00:00,2096.0,1998.0,-98.0,2024-02-03,21,True,2024-02
2024-02-03 22:00:00,2121.0,1914.0,-207.0,2024-02-03,22,True,2024-02
2024-02-03 23:00:00,2269.0,1968.0,-301.0,2024-02-03,23,True,2024-02
2024-02-04 00:00:00,2370.0,2110.0,-260.0,2024-02-04,0,True,2024-02
2024-02-04 01:00:00,2462.0,2186.0,-276.0,2024-02-04,1,True,2024-02
2024-02-04 02:00:00,2420.0,2278.0,-142.0,2024-02-04,2,True,2024-02
2024-02-04 03:00:00,2405.0,2459.0,54.0,2024-02-04,3,True,2024-02
2024-02-04 18:00:00,2619.0,2715.0,96.0,2024-02-04,18,True,2024-02
2024-02-04 19:00:00,2601.0,2731.0,130.0,2024-02-04,19,True,2024-02
2024-02-04 20:00:00,2543.0,2645.0,102.0,2024-02-04,20,True,2024-02
2024-02-04 21:00:00,2514.0,2673.0,159.0,2024-02-04,21,True,2024-02
2024-02-04 22:00:00,2519.0,2578.0,59.0,2024-02-04,22,True,2024-02
2024-02-04 23:00:00,2585.0,2677.0,92.0,2024-02-04,23,True,2024-02
2024-02-05 06:00:00,2351.0,2494.0,143.0,2024-02-05,6,True,2024-02
2024-02-05 07:00:00,2333.0,2387.0,54.0,2024-02-05,7,True,2024-02
2024-02-05 08:00:00,2344.0,2366.0,22.0,2024-02-05,8,True,2024-02
2024-02-05 09:00:00,2372.0,2468.0,96.0,2024-02-05,9,True,2024-02
2024-02-05 10:00:00,2457.0,2552.0,95.0,2024-02-05,10,True,2024-02
2024-02-05 14:00:00,3160.0,3255.0,95.0,2024-02-05,14,True,2024-02
2024-02-05 15:00:00,2993.0,3153.0,160.0,2024-02-05,15,True,2024-02
2024-02-06 12:00:00,3123.0,3214.0,91.0,2024-02-06,12,True,2024-02
2024-02-06 13:00:00,3401.0,3307.0,-94.0,2024-02-06,13,True,2024-02
2024-02-06 14:00:00,3444.0,3309.0,-135.0,2024-02-06,14,True,2024-02
2024-02-06 15:00:00,3171.0,3071.0,-100.0,2024-02-06,15,True,2024-02
2024-02-06 16:00:00,2837.0,2853.0,16.0,2024-02-06,16,True,2024-02
2024-02-06 19:00:00,2152.0,2278.0,126.0,2024-02-06,19,True,2024-02
2024-02-07 00:00:00,2256.0,2397.0,141.0,2024-02-07,0,True,2024-02
2024-02-07 01:00:00,2522.0,2644.0,122.0,2024-02-07,1,True,2024-02
2024-02-07 12:00:00,2696.0,2687.0,-9.0,2024-02-07,12,True,2024-02
2024-02-07 13:00:00,2986.0,2778.0,-208.0,2024-02-07,13,True,2024-02
2024-02-07 14:00:00,3011.0,2773.0,-238.0,2024-02-07,14,True,2024-02
2024-02-07 15:00:00,2898.0,2563.0,-335.0,2024-02-07,15,True,2024-02
2024-02-07 16:00:00,2702.0,2342.0,-360.0,2024-02-07,16,True,2024-02
2024-02-07 17:00:00,2545.0,2240.0,-305.0,2024-02-07,17,True,2024-02
2024-02-07 18:00:00,2373.0,2218.0,-155.0,2024-02-07,18,True,2024-02
2024-02-07 19:00:00,2246.0,2194.0,-52.0,2024-02-07,19,True,2024-02
2024-02-07 20:00:00,2159.0,2172.0,13.0,2024-02-07,20,True,2024-02
2024-02-07 21:00:00,2099.0,2151.0,52.0,2024-02-07,21,True,2024-02
2024-02-07 22:00:00,2133.0,2179.0,46.0,2024-02-07,22,True,2024-02
2024-02-07 23:00:00,2233.0,2283.0,50.0,2024-02-07,23,True,2024-02
2024-02-08 00:00:00,2431.0,2347.0,-84.0,2024-02-08,0,True,2024-02
2024-02-08 01:00:00,2597.0,2378.0,-219.0,2024-02-08,1,True,2024-02
2024-02-08 02:00:00,2621.0,2506.0,-115.0,2024-02-08,2,True,2024-02
2024-02-08 03:00:00,2614.0,2575.0,-39.0,2024-02-08,3,True,2024-02
2024-02-08 04:00:00,2518.0,2519.0,1.0,2024-02-08,4,True,2024-02
2024-02-08 05:00:00,2371.0,2512.0,141.0,2024-02-08,5,True,2024-02
2024-02-08 14:00:00,2665.0,2727.0,62.0,2024-02-08,14,True,2024-02
2024-02-08 15:00:00,2481.0,2557.0,76.0,2024-02-08,15,True,2024-02
2024-02-08 16:00:00,2418.0,2492.0,74.0,2024-02-08,16,True,2024-02
2024-02-08 17:00:00,2280.0,2302.0,22.0,2024-02-08,17,True,2024-02
2024-02-08 18:00:00,2179.0,2135.0,-44.0,2024-02-08,18,True,2024-02
2024-02-08 19:00:00,2128.0,1958.0,-170.0,2024-02-08,19,True,2024-02
2024-02-08 20:00:00,2099.0,2059.0,-40.0,2024-02-08,20,True,2024-02
2024-02-08 21:00:00,2022.0,1954.0,-68.0,2024-02-08,21,True,2024-02
2024-02-08 22:00:00,1977.0,1949.0,-28.0,2024-02-08,22,True,2024-02
2024-02-08 23:00:00,2032.0,1979.0,-53.0,2024-02-08,23,True,2024-02
2024-02-09 00:00:00,2078.0,1910.0,-168.0,2024-02-09,0,True,2024-02
2024-02-09 01:00:00,2240.0,1899.0,-341.0,2024-02-09,1,True,2024-02
2024-02-09 02:00:00,2255.0,1852.0,-403.0,2024-02-09,2,True,2024-02
2024-02-09 03:00:00,2210.0,1731.0,-479.0,2024-02-09,3,True,2024-02
2024-02-09 04:00:00,2126.0,1658.0,-468.0,2024-02-09,4,True,2024-02
2024-02-09 05:00:00,2005.0,1552.0,-453.0,2024-02-09,5,True,2024-02
2024-02-09 06:00:00,1883.0,1629.0,-254.0,2024-02-09,6,True,2024-02
2024-02-09 07:00:00,1845.0,1653.0,-192.0,2024-02-09,7,True,2024-02
2024-02-09 08:00:00,1835.0,1648.0,-187.0,2024-02-09,8,True,2024-02
2024-02-09 09:00:00,1863.0,1645.0,-218.0,2024-02-09,9,True,2024-02
2024-02-09 10:00:00,1917.0,1689.0,-228.0,2024-02-09,10,True,2024-02
2024-02-09 11:00:00,1991.0,1605.0,-386.0,2024-02-09,11,True,2024-02
2024-02-09 12:00:00,2171.0,1506.0,-665.0,2024-02-09,12,True,2024-02
2024-02-09 13:00:00,2421.0,1748.0,-673.0,2024-02-09,13,True,2024-02
2024-02-09 14:00:00,2482.0,1970.0,-512.0,2024-02-09,14,True,2024-02
2024-02-09 15:00:00,2413.0,2072.0,-341.0,2024-02-09,15,True,2024-02
2024-02-09 16:00:00,2297.0,2383.0,86.0,2024-02-09,16,True,2024-02
2024-02-09 22:00:00,1858.0,1926.0,68.0,2024-02-09,22,True,2024-02
2024-02-09 23:00:00,1902.0,1873.0,-29.0,2024-02-09,23,True,2024-02
2024-02-10 00:00:00,2014.0,1978.0,-36.0,2024-02-10,0,True,2024-02
2024-02-10 01:00:00,2143.0,2227.0,84.0,2024-02-10,1,True,2024-02
2024-02-10 02:00:00,2155.0,2035.0,-120.0,2024-02-10,2,True,2024-02
2024-02-10 03:00:00,2135.0,1873.0,-262.0,2024-02-10,3,True,2024-02
2024-02-10 04:00:00,2083.0,1872.0,-211.0,2024-02-10,4,True,2024-02
2024-02-10 05:00:00,2016.0,1747.0,-269.0,2024-02-10,5,True,2024-02
2024-02-10 06:00:00,1933.0,1708.0,-225.0,2024-02-10,6,True,2024-02
2024-02-10 07:00:00,1922.0,1767.0,-155.0,2024-02-10,7,True,2024-02
2024-02-10 08:00:00,1930.0,1747.0,-183.0,2024-02-10,8,True,2024-02
2024-02-10 09:00:00,1960.0,1846.0,-114.0,2024-02-10,9,True,2024-02
2024-02-10 10:00:00,2027.0,1731.0,-296.0,2024-02-10,10,True,2024-02
2024-02-10 11:00:00,2074.0,1606.0,-468.0,2024-02-10,11,True,2024-02
2024-02-10 12:00:00,2207.0,1608.0,-599.0,2024-02-10,12,True,2024-02
2024-02-10 13:00:00,2378.0,1685.0,-693.0,2024-02-10,13,True,2024-02
2024-02-10 14:00:00,2532.0,1715.0,-817.0,2024-02-10,14,True,2024-02
2024-02-10 15:00:00,2666.0,1890.0,-776.0,2024-02-10,15,True,2024-02
2024-02-10 16:00:00,2659.0,2089.0,-570.0,2024-02-10,16,True,2024-02
2024-02-10 17:00:00,2606.0,2176.0,-430.0,2024-02-10,17,True,2024-02
2024-02-10 18:00:00,2537.0,2138.0,-399.0,2024-02-10,18,True,2024-02
2024-02-10 19:00:00,2441.0,2107.0,-334.0,2024-02-10,19,True,2024-02
2024-02-10 20:00:00,2410.0,2048.0,-362.0,2024-02-10,20,True,2024-02
2024-02-10 21:00:00,2378.0,1999.0,-379.0,2024-02-10,21,True,2024-02
2024-02-10 22:00:00,2403.0,1980.0,-423.0,2024-02-10,22,True,2024-02
2024-02-10 23:00:00,2465.0,2004.0,-461.0,2024-02-10,23,True,2024-02
2024-02-11 00:00:00,2603.0,2130.0,-473.0,2024-02-11,0,True,2024-02
2024-02-11 01:00:00,2724.0,2172.0,-552.0,2024-02-11,1,True,2024-02
2024-02-11 02:00:00,2736.0,2091.0,-645.0,2024-02-11,2,True,2024-02
2024-02-11 03:00:00,2743.0,2093.0,-650.0,2024-02-11,3,True,2024-02
2024-02-11 04:00:00,2707.0,2071.0,-636.0,2024-02-11,4,True,2024-02
2024-02-11 05:00:00,2628.0,1996.0,-632.0,2024-02-11,5,True,2024-02
2024-02-11 06:00:00,2565.0,2007.0,-558.0,2024-02-11,6,True,2024-02
2024-02-11 07:00:00,2547.0,1841.0,-706.0,2024-02-11,7,True,2024-02
2024-02-11 08:00:00,2531.0,1820.0,-711.0,2024-02-11,8,True,2024-02
2024-02-11 09:00:00,2548.0,2037.0,-511.0,2024-02-11,9,True,2024-02
2024-02-11 10:00:00,2611.0,2069.0,-542.0,2024-02-11,10,True,2024-02
2024-02-11 11:00:00,2664.0,2055.0,-609.0,2024-02-11,11,True,2024-02
2024-02-11 12:00:00,2739.0,2114.0,-625.0,2024-02-11,12,True,2024-02
2024-02-11 13:00:00,2885.0,2122.0,-763.0,2024-02-11,13,True,2024-02
2024-02-11 14:00:00,3047.0,2167.0,-880.0,2024-02-11,14,True,2024-02
2024-02-11 15:00:00,3079.0,2208.0,-871.0,2024-02-11,15,True,2024-02
