datetime,D,NG,Diff,Day,Hour,CloseToLimit,Month
2024-11-02 04:00:00,1959.0,1975.0,16.0,2024-11-02,4,True,2024-11
2024-11-02 05:00:00,1876.0,1736.0,-140.0,2024-11-02,5,True,2024-11
2024-11-02 06:00:00,1812.0,1619.0,-193.0,2024-11-02,6,True,2024-11
2024-11-02 07:00:00,1776.0,1592.0,-184.0,2024-11-02,7,True,2024-11
2024-11-02 08:00:00,1787.0,1557.0,-230.0,2024-11-02,8,True,2024-11
2024-11-02 09:00:00,1791.0,1479.0,-312.0,2024-11-02,9,True,2024-11
2024-11-02 10:00:00,1792.0,1428.0,-364.0,2024-11-02,10,True,2024-11
2024-11-02 11:00:00,1853.0,1485.0,-368.0,2024-11-02,11,True,2024-11
2024-11-02 12:00:00,1941.0,1406.0,-535.0,2024-11-02,12,True,2024-11
2024-11-02 13:00:00,2044.0,1428.0,-616.0,2024-11-02,13,True,2024-11
2024-11-02 14:00:00,2116.0,1422.0,-694.0,2024-11-02,14,True,2024-11
2024-11-02 15:00:00,2105.0,1507.0,-598.0,2024-11-02,15,True,2024-11
2024-11-02 16:00:00,2044.0,1491.0,-553.0,2024-11-02,16,True,2024-11
2024-11-02 17:00:00,1990.0,1468.0,-522.0,2024-11-02,17,True,2024-11
2024-11-02 18:00:00,1923.0,1492.0,-431.0,2024-11-02,18,True,2024-11
2024-11-02 19:00:00,1889.0,1445.0,-444.0,2024-11-02,19,True,2024-11
2024-11-02 20:00:00,1873.0,1527.0,-346.0,2024-11-02,20,True,2024-11
2024-11-02 21:00:00,1844.0,1462.0,-382.0,2024-11-02,21,True,2024-11
2024-11-02 22:00:00,1914.0,1571.0,-343.0,2024-11-02,22,True,2024-11
2024-11-02 23:00:00,1961.0,1514.0,-447.0,2024-11-02,23,True,2024-11
2024-11-03 00:00:00,2041.0,1602.0,-439.0,2024-11-03,0,True,2024-11
2024-11-03 01:00:00,2033.0,1733.0,-300.0,2024-11-03,1,True,2024-11
2024-11-03 02:00:00,2023.0,1731.0,-292.0,2024-11-03,2,True,2024-11
2024-11-03 03:00:00,1920.0,1544.0,-376.0,2024-11-03,3,True,2024-11
2024-11-03 04:00:00,1835.0,1610.0,-225.0,2024-11-03,4,True,2024-11
2024-11-03 05:00:00,1661.0,1471.0,-190.0,2024-11-03,5,True,2024-11
2024-11-03 06:00:00,1563.0,1345.0,-218.0,2024-11-03,6,True,2024-11
2024-11-03 07:00:00,1549.0,1326.0,-223.0,2024-11-03,7,True,2024-11
2024-11-03 08:00:00,1443.0,1406.0,-37.0,2024-11-03,8,True,2024-11
2024-11-03 09:00:00,1476.0,1441.0,-35.0,2024-11-03,9,True,2024-11
2024-11-03 10:00:00,1480.0,1391.0,-89.0,2024-11-03,10,True,2024-11
2024-11-03 11:00:00,1498.0,1499.0,1.0,2024-11-03,11,True,2024-11
2024-11-03 12:00:00,1544.0,1577.0,33.0,2024-11-03,12,True,2024-11
2024-11-03 13:00:00,1645.0,1585.0,-60.0,2024-11-03,13,True,2024-11
2024-11-03 14:00:00,1796.0,1634.0,-162.0,2024-11-03,14,True,2024-11
2024-11-03 15:00:00,1933.0,1579.0,-354.0,2024-11-03,15,True,2024-11
2024-11-03 16:00:00,1945.0,1512.0,-433.0,2024-11-03,16,True,2024-11
2024-11-03 17:00:00,1925.0,1449.0,-476.0,2024-11-03,17,True,2024-11
2024-11-03 18:00:00,1898.0,1445.0,-453.0,2024-11-03,18,True,2024-11
2024-11-03 19:00:00,1916.0,1462.0,-454.0,2024-11-03,19,True,2024-11
2024-11-03 20:00:00,1904.0,1596.0,-308.0,2024-11-03,20,True,2024-11
2024-11-03 21:00:00,1889.0,1680.0,-209.0,2024-11-03,21,True,2024-11
2024-11-03 22:00:00,1925.0,1820.0,-105.0,2024-11-03,22,True,2024-11
2024-11-03 23:00:00,1984.0,2006.0,22.0,2024-11-03,23,True,2024-11
2024-11-04 02:00:00,2043.0,2156.0,113.0,2024-11-04,2,True,2024-11
2024-11-04 03:00:00,1946.0,1968.0,22.0,2024-11-04,3,True,2024-11
2024-11-04 04:00:00,1836.0,1630.0,-206.0,2024-11-04,4,True,2024-11
2024-11-04 05:00:00,1673.0,1573.0,-100.0,2024-11-04,5,True,2024-11
2024-11-04 06:00:00,1554.0,1547.0,-7.0,2024-11-04,6,True,2024-11
2024-11-04 07:00:00,1456.0,1524.0,68.0,2024-11-04,7,True,2024-11
2024-11-06 10:00:00,1629.0,1729.0,100.0,2024-11-06,10,True,2024-11
2024-11-07 14:00:00,2215.0,2332.0,117.0,2024-11-07,14,True,2024-11
2024-11-08 08:00:00,1798.0,1895.0,97.0,2024-11-08,8,True,2024-11
2024-11-08 09:00:00,1784.0,1875.0,91.0,2024-11-08,9,True,2024-11
2024-11-08 10:00:00,1786.0,1882.0,96.0,2024-11-08,10,True,2024-11
2024-11-08 11:00:00,1853.0,1914.0,61.0,2024-11-08,11,True,2024-11
2024-11-08 13:00:00,2196.0,2229.0,33.0,2024-11-08,13,True,2024-11
2024-11-08 14:00:00,2244.0,2307.0,63.0,2024-11-08,14,True,2024-11
2024-11-09 03:00:00,2055.0,2181.0,126.0,2024-11-09,3,True,2024-11
2024-11-09 04:00:00,2009.0,1834.0,-175.0,2024-11-09,4,True,2024-11
2024-11-09 05:00:00,1951.0,1658.0,-293.0,2024-11-09,5,True,2024-11
2024-11-09 06:00:00,1821.0,1409.0,-412.0,2024-11-09,6,True,2024-11
2024-11-09 07:00:00,1760.0,1438.0,-322.0,2024-11-09,7,True,2024-11
2024-11-09 08:00:00,1714.0,1407.0,-307.0,2024-11-09,8,True,2024-11
2024-11-09 09:00:00,1680.0,1446.0,-234.0,2024-11-09,9,True,2024-11
2024-11-09 10:00:00,1694.0,1475.0,-219.0,2024-11-09,10,True,2024-11
2024-11-09 11:00:00,1719.0,1498.0,-221.0,2024-11-09,11,True,2024-11
2024-11-09 12:00:00,1762.0,1428.0,-334.0,2024-11-09,12,True,2024-11
2024-11-09 13:00:00,1910.0,1501.0,-409.0,2024-11-09,13,True,2024-11
2024-11-09 14:00:00,2010.0,1564.0,-446.0,2024-11-09,14,True,2024-11
2024-11-09 15:00:00,2112.0,1637.0,-475.0,2024-11-09,15,True,2024-11
2024-11-09 16:00:00,2148.0,1752.0,-396.0,2024-11-09,16,True,2024-11
2024-11-09 17:00:00,2159.0,1862.0,-297.0,2024-11-09,17,True,2024-11
2024-11-09 18:00:00,2122.0,1863.0,-259.0,2024-11-09,18,True,2024-11
2024-11-09 19:00:00,2093.0,1793.0,-300.0,2024-11-09,19,True,2024-11
2024-11-09 20:00:00,2056.0,1758.0,-298.0,2024-11-09,20,True,2024-11
2024-11-09 21:00:00,2037.0,1752.0,-285.0,2024-11-09,21,True,2024-11
2024-11-09 22:00:00,2061.0,1828.0,-233.0,2024-11-09,22,True,2024-11
2024-11-09 23:00:00,2092.0,1788.0,-304.0,2024-11-09,23,True,2024-11
2024-11-10 00:00:00,2139.0,1734.0,-405.0,2024-11-10,0,True,2024-11
