datetime,D,NG,Diff,Day,Hour,CloseToLimit
2025-09-24 22:00:00,2335.0,2711.0,376.0,2025-09-24,22,False
2025-09-24 23:00:00,2384.0,2742.0,358.0,2025-09-24,23,False
2025-09-25 00:00:00,2401.0,2774.0,373.0,2025-09-25,0,False
2025-09-25 01:00:00,2355.0,2700.0,345.0,2025-09-25,1,False
2025-09-25 02:00:00,2294.0,2700.0,406.0,2025-09-25,2,False
2025-09-25 03:00:00,2147.0,2669.0,522.0,2025-09-25,3,False
2025-09-25 04:00:00,1945.0,2525.0,580.0,2025-09-25,4,False
2025-09-25 05:00:00,1751.0,2451.0,700.0,2025-09-25,5,False
2025-09-25 06:00:00,1617.0,2451.0,834.0,2025-09-25,6,False
2025-09-25 07:00:00,1556.0,2181.0,625.0,2025-09-25,7,False
2025-09-25 08:00:00,1499.0,2198.0,699.0,2025-09-25,8,False
2025-09-25 09:00:00,1476.0,2320.0,844.0,2025-09-25,9,False
2025-09-25 10:00:00,1504.0,2557.0,1053.0,2025-09-25,10,False
2025-09-25 11:00:00,1615.0,2720.0,1105.0,2025-09-25,11,False
2025-09-25 12:00:00,1806.0,2755.0,949.0,2025-09-25,12,False
2025-09-25 13:00:00,1864.0,2747.0,883.0,2025-09-25,13,False
2025-09-25 14:00:00,1888.0,2697.0,809.0,2025-09-25,14,False
2025-09-25 15:00:00,1945.0,2714.0,769.0,2025-09-25,15,False
2025-09-25 16:00:00,2034.0,2676.0,642.0,2025-09-25,16,False
2025-09-25 17:00:00,2165.0,2735.0,570.0,2025-09-25,17,False
2025-09-25 18:00:00,2293.0,2539.0,246.0,2025-09-25,18,False
2025-09-25 19:00:00,2409.0,2432.0,23.0,2025-09-25,19,True
2025-09-25 20:00:00,2576.0,2612.0,36.0,2025-09-25,20,True
2025-09-25 21:00:00,2699.0,2680.0,-19.0,2025-09-25,21,True
2025-09-25 22:00:00,2761.0,2711.0,-50.0,2025-09-25,22,True
2025-09-25 23:00:00,2798.0,2742.0,-56.0,2025-09-25,23,True
2025-09-26 00:00:00,2668.0,2774.0,106.0,2025-09-26,0,True
2025-09-26 01:00:00,2572.0,2700.0,128.0,2025-09-26,1,True
2025-09-26 02:00:00,2445.0,2700.0,255.0,2025-09-26,2,False
2025-09-26 03:00:00,2254.0,2669.0,415.0,2025-09-26,3,False
2025-09-26 04:00:00,2061.0,2525.0,464.0,2025-09-26,4,False
2025-09-26 05:00:00,1809.0,2451.0,642.0,2025-09-26,5,False
2025-09-26 06:00:00,1668.0,2454.0,786.0,2025-09-26,6,False
2025-09-26 07:00:00,1599.0,2294.0,695.0,2025-09-26,7,False
2025-09-26 08:00:00,1521.0,2092.0,571.0,2025-09-26,8,False
2025-09-26 09:00:00,1517.0,1896.0,379.0,2025-09-26,9,False
2025-09-26 10:00:00,1535.0,1999.0,464.0,2025-09-26,10,False
2025-09-26 11:00:00,1613.0,2192.0,579.0,2025-09-26,11,False
2025-09-26 12:00:00,1827.0,2481.0,654.0,2025-09-26,12,False
2025-09-26 13:00:00,1860.0,2413.0,553.0,2025-09-26,13,False
2025-09-26 14:00:00,1881.0,2521.0,640.0,2025-09-26,14,False
2025-09-26 15:00:00,1975.0,2535.0,560.0,2025-09-26,15,False
2025-09-26 16:00:00,2073.0,2533.0,460.0,2025-09-26,16,False
2025-09-26 17:00:00,2212.0,2504.0,292.0,2025-09-26,17,False
2025-09-26 18:00:00,2338.0,2501.0,163.0,2025-09-26,18,False
2025-09-26 19:00:00,2495.0,2555.0,60.0,2025-09-26,19,True
2025-09-26 20:00:00,2654.0,2534.0,-120.0,2025-09-26,20,True
2025-09-26 21:00:00,2783.0,2538.0,-245.0,2025-09-26,21,True
2025-09-26 22:00:00,2898.0,2407.0,-491.0,2025-09-26,22,True
2025-09-26 23:00:00,2906.0,2476.0,-430.0,2025-09-26,23,True
2025-09-27 00:00:00,2735.0,2393.0,-342.0,2025-09-27,0,True
