datetime,D,NG,Diff,Day,Hour,CloseToLimit,Month
2023-02-01 00:00:00,4360.0,3621.0,-739.0,2023-02-01,0,True,2023-02
2023-02-01 01:00:00,4457.0,3726.0,-731.0,2023-02-01,1,True,2023-02
2023-02-01 02:00:00,4438.0,3772.0,-666.0,2023-02-01,2,True,2023-02
2023-02-01 03:00:00,4397.0,3857.0,-540.0,2023-02-01,3,True,2023-02
2023-02-01 04:00:00,4313.0,3798.0,-515.0,2023-02-01,4,True,2023-02
2023-02-01 05:00:00,4152.0,3709.0,-443.0,2023-02-01,5,True,2023-02
2023-02-01 06:00:00,4078.0,3823.0,-255.0,2023-02-01,6,True,2023-02
2023-02-01 07:00:00,4063.0,3869.0,-194.0,2023-02-01,7,True,2023-02
2023-02-01 08:00:00,4089.0,3893.0,-196.0,2023-02-01,8,True,2023-02
2023-02-01 09:00:00,4126.0,3965.0,-161.0,2023-02-01,9,True,2023-02
2023-02-01 10:00:00,4181.0,4009.0,-172.0,2023-02-01,10,True,2023-02
2023-02-01 11:00:00,4278.0,3987.0,-291.0,2023-02-01,11,True,2023-02
2023-02-01 12:00:00,4439.0,3987.0,-452.0,2023-02-01,12,True,2023-02
2023-02-01 13:00:00,4620.0,3949.0,-671.0,2023-02-01,13,True,2023-02
2023-02-01 14:00:00,4696.0,4069.0,-627.0,2023-02-01,14,True,2023-02
2023-02-01 15:00:00,4545.0,3998.0,-547.0,2023-02-01,15,True,2023-02
2023-02-01 16:00:00,4280.0,4013.0,-267.0,2023-02-01,16,True,2023-02
2023-02-01 17:00:00,4061.0,3868.0,-193.0,2023-02-01,17,True,2023-02
2023-02-01 18:00:00,3888.0,3834.0,-54.0,2023-02-01,18,True,2023-02
2023-02-01 19:00:00,3764.0,3867.0,103.0,2023-02-01,19,True,2023-02
2023-02-01 20:00:00,3677.0,3873.0,196.0,2023-02-01,20,True,2023-02
2023-02-02 00:00:00,3941.0,4084.0,143.0,2023-02-02,0,True,2023-02
2023-02-02 01:00:00,4088.0,3992.0,-96.0,2023-02-02,1,True,2023-02
2023-02-02 02:00:00,4084.0,4137.0,53.0,2023-02-02,2,True,2023-02
2023-02-02 03:00:00,4029.0,4116.0,87.0,2023-02-02,3,True,2023-02
2023-02-02 04:00:00,3882.0,4027.0,145.0,2023-02-02,4,True,2023-02
2023-02-02 05:00:00,3722.0,3835.0,113.0,2023-02-02,5,True,2023-02
2023-02-02 06:00:00,3623.0,3824.0,201.0,2023-02-02,6,True,2023-02
2023-02-02 12:00:00,3948.0,4000.0,52.0,2023-02-02,12,True,2023-02
2023-02-02 13:00:00,4160.0,3842.0,-318.0,2023-02-02,13,True,2023-02
2023-02-02 14:00:00,4221.0,3747.0,-474.0,2023-02-02,14,True,2023-02
2023-02-02 15:00:00,4093.0,3636.0,-457.0,2023-02-02,15,True,2023-02
2023-02-02 16:00:00,3846.0,3531.0,-315.0,2023-02-02,16,True,2023-02
2023-02-02 17:00:00,3651.0,3490.0,-161.0,2023-02-02,17,True,2023-02
2023-02-02 18:00:00,3503.0,3606.0,103.0,2023-02-02,18,True,2023-02
2023-02-03 06:00:00,3575.0,3605.0,30.0,2023-02-03,6,True,2023-02
2023-02-03 07:00:00,3608.0,3547.0,-61.0,2023-02-03,7,True,2023-02
2023-02-03 08:00:00,3646.0,3480.0,-166.0,2023-02-03,8,True,2023-02
2023-02-03 09:00:00,3707.0,3609.0,-98.0,2023-02-03,9,True,2023-02
2023-02-03 10:00:00,3787.0,3579.0,-208.0,2023-02-03,10,True,2023-02
2023-02-03 11:00:00,3908.0,3432.0,-476.0,2023-02-03,11,True,2023-02
2023-02-03 12:00:00,4138.0,3496.0,-642.0,2023-02-03,12,True,2023-02
2023-02-03 13:00:00,4412.0,3724.0,-688.0,2023-02-03,13,True,2023-02
2023-02-03 14:00:00,4503.0,3722.0,-781.0,2023-02-03,14,True,2023-02
2023-02-03 15:00:00,4334.0,3669.0,-665.0,2023-02-03,15,True,2023-02
2023-02-03 16:00:00,4074.0,3611.0,-463.0,2023-02-03,16,True,2023-02
2023-02-03 17:00:00,3824.0,3554.0,-270.0,2023-02-03,17,True,2023-02
2023-02-03 18:00:00,3642.0,3548.0,-94.0,2023-02-03,18,True,2023-02
2023-02-03 19:00:00,3434.0,3589.0,155.0,2023-02-03,19,True,2023-02
2023-02-04 00:00:00,3533.0,3459.0,-74.0,2023-02-04,0,True,2023-02
2023-02-04 01:00:00,3813.0,3649.0,-164.0,2023-02-04,1,True,2023-02
2023-02-04 02:00:00,3881.0,3719.0,-162.0,2023-02-04,2,True,2023-02
2023-02-04 03:00:00,3894.0,3742.0,-152.0,2023-02-04,3,True,2023-02
2023-02-04 04:00:00,3869.0,3715.0,-154.0,2023-02-04,4,True,2023-02
2023-02-04 05:00:00,3797.0,3698.0,-99.0,2023-02-04,5,True,2023-02
2023-02-04 06:00:00,3699.0,3608.0,-91.0,2023-02-04,6,True,2023-02
2023-02-04 07:00:00,3675.0,3533.0,-142.0,2023-02-04,7,True,2023-02
2023-02-04 08:00:00,3627.0,3522.0,-105.0,2023-02-04,8,True,2023-02
2023-02-04 09:00:00,3633.0,3524.0,-109.0,2023-02-04,9,True,2023-02
2023-02-04 10:00:00,3634.0,3519.0,-115.0,2023-02-04,10,True,2023-02
2023-02-04 11:00:00,3649.0,3583.0,-66.0,2023-02-04,11,True,2023-02
2023-02-04 12:00:00,3727.0,3667.0,-60.0,2023-02-04,12,True,2023-02
2023-02-04 13:00:00,3797.0,3730.0,-67.0,2023-02-04,13,True,2023-02
2023-02-04 14:00:00,3871.0,3877.0,6.0,2023-02-04,14,True,2023-02
2023-02-04 15:00:00,3878.0,3925.0,47.0,2023-02-04,15,True,2023-02
2023-02-04 16:00:00,3738.0,3882.0,144.0,2023-02-04,16,True,2023-02
2023-02-04 17:00:00,3532.0,3603.0,71.0,2023-02-04,17,True,2023-02
2023-02-04 21:00:00,2865.0,2829.0,-36.0,2023-02-04,21,True,2023-02
2023-02-04 22:00:00,2836.0,2832.0,-4.0,2023-02-04,22,True,2023-02
2023-02-04 23:00:00,2893.0,2883.0,-10.0,2023-02-04,23,True,2023-02
2023-02-05 00:00:00,3051.0,3049.0,-2.0,2023-02-05,0,True,2023-02
2023-02-05 01:00:00,3360.0,3330.0,-30.0,2023-02-05,1,True,2023-02
