datetime,D,NG,Diff,Day,Hour,CloseToLimit,Month
2023-11-01 00:00:00,3049.0,2876.0,-173.0,2023-11-01,0,True,2023-11
2023-11-01 01:00:00,3163.0,2786.0,-377.0,2023-11-01,1,True,2023-11
2023-11-01 02:00:00,3253.0,2837.0,-416.0,2023-11-01,2,True,2023-11
2023-11-01 03:00:00,3246.0,2778.0,-468.0,2023-11-01,3,True,2023-11
2023-11-01 04:00:00,3171.0,2744.0,-427.0,2023-11-01,4,True,2023-11
2023-11-01 05:00:00,3107.0,2718.0,-389.0,2023-11-01,5,True,2023-11
2023-11-01 06:00:00,3087.0,2694.0,-393.0,2023-11-01,6,True,2023-11
2023-11-01 07:00:00,3123.0,2640.0,-483.0,2023-11-01,7,True,2023-11
2023-11-01 08:00:00,3170.0,2660.0,-510.0,2023-11-01,8,True,2023-11
2023-11-01 09:00:00,3233.0,2625.0,-608.0,2023-11-01,9,True,2023-11
2023-11-01 10:00:00,3314.0,2649.0,-665.0,2023-11-01,10,True,2023-11
2023-11-01 11:00:00,3504.0,2841.0,-663.0,2023-11-01,11,True,2023-11
2023-11-01 12:00:00,3806.0,3098.0,-708.0,2023-11-01,12,True,2023-11
2023-11-01 13:00:00,3889.0,3250.0,-639.0,2023-11-01,13,True,2023-11
2023-11-01 14:00:00,3753.0,3324.0,-429.0,2023-11-01,14,True,2023-11
2023-11-01 15:00:00,3487.0,3218.0,-269.0,2023-11-01,15,True,2023-11
2023-11-01 16:00:00,3241.0,3118.0,-123.0,2023-11-01,16,True,2023-11
2023-11-01 17:00:00,3039.0,3214.0,175.0,2023-11-01,17,True,2023-11
2023-11-01 18:00:00,2831.0,2956.0,125.0,2023-11-01,18,True,2023-11
2023-11-02 01:00:00,3085.0,3204.0,119.0,2023-11-02,1,True,2023-11
2023-11-03 08:00:00,2423.0,2556.0,133.0,2023-11-03,8,True,2023-11
2023-11-03 09:00:00,2481.0,2541.0,60.0,2023-11-03,9,True,2023-11
2023-11-03 10:00:00,2561.0,2568.0,7.0,2023-11-03,10,True,2023-11
2023-11-06 00:00:00,2401.0,2394.0,-7.0,2023-11-06,0,True,2023-11
2023-11-06 01:00:00,2430.0,2461.0,31.0,2023-11-06,1,True,2023-11
2023-11-06 12:00:00,1957.0,2020.0,63.0,2023-11-06,12,True,2023-11
2023-11-06 13:00:00,2193.0,2126.0,-67.0,2023-11-06,13,True,2023-11
2023-11-06 14:00:00,2207.0,2265.0,58.0,2023-11-06,14,True,2023-11
2023-11-11 12:00:00,2769.0,2880.0,111.0,2023-11-11,12,True,2023-11
2023-11-11 13:00:00,2883.0,3025.0,142.0,2023-11-11,13,True,2023-11
2023-11-11 14:00:00,2975.0,3076.0,101.0,2023-11-11,14,True,2023-11
2023-11-11 15:00:00,2895.0,3067.0,172.0,2023-11-11,15,True,2023-11
2023-11-11 21:00:00,2302.0,2408.0,106.0,2023-11-11,21,True,2023-11
2023-11-11 22:00:00,2276.0,2413.0,137.0,2023-11-11,22,True,2023-11
2023-11-12 02:00:00,2603.0,2715.0,112.0,2023-11-12,2,True,2023-11
2023-11-12 03:00:00,2580.0,2592.0,12.0,2023-11-12,3,True,2023-11
2023-11-12 04:00:00,2483.0,2512.0,29.0,2023-11-12,4,True,2023-11
2023-11-12 05:00:00,2403.0,2409.0,6.0,2023-11-12,5,True,2023-11
2023-11-12 06:00:00,2338.0,2251.0,-87.0,2023-11-12,6,True,2023-11
2023-11-12 07:00:00,2318.0,2192.0,-126.0,2023-11-12,7,True,2023-11
2023-11-12 08:00:00,2331.0,2213.0,-118.0,2023-11-12,8,True,2023-11
2023-11-12 09:00:00,2352.0,2244.0,-108.0,2023-11-12,9,True,2023-11
2023-11-12 10:00:00,2405.0,2304.0,-101.0,2023-11-12,10,True,2023-11
2023-11-12 11:00:00,2474.0,2368.0,-106.0,2023-11-12,11,True,2023-11
2023-11-12 12:00:00,2600.0,2494.0,-106.0,2023-11-12,12,True,2023-11
2023-11-12 13:00:00,2713.0,2623.0,-90.0,2023-11-12,13,True,2023-11
2023-11-12 14:00:00,2832.0,2743.0,-89.0,2023-11-12,14,True,2023-11
2023-11-12 15:00:00,2741.0,2879.0,138.0,2023-11-12,15,True,2023-11
2023-11-14 03:00:00,2484.0,2569.0,85.0,2023-11-14,3,True,2023-11
2023-11-14 04:00:00,2416.0,2535.0,119.0,2023-11-14,4,True,2023-11
2023-11-14 05:00:00,2317.0,2424.0,107.0,2023-11-14,5,True,2023-11
2023-11-14 06:00:00,2222.0,2108.0,-114.0,2023-11-14,6,True,2023-11
2023-11-14 07:00:00,2242.0,2170.0,-72.0,2023-11-14,7,True,2023-11
2023-11-14 08:00:00,2271.0,2195.0,-76.0,2023-11-14,8,True,2023-11
2023-11-14 09:00:00,2316.0,2145.0,-171.0,2023-11-14,9,True,2023-11
2023-11-14 10:00:00,2367.0,2120.0,-247.0,2023-11-14,10,True,2023-11
2023-11-14 11:00:00,2484.0,2239.0,-245.0,2023-11-14,11,True,2023-11
2023-11-14 12:00:00,2672.0,2519.0,-153.0,2023-11-14,12,True,2023-11
2023-11-14 13:00:00,2978.0,2712.0,-266.0,2023-11-14,13,True,2023-11
2023-11-14 14:00:00,2997.0,2762.0,-235.0,2023-11-14,14,True,2023-11
2023-11-14 15:00:00,2791.0,2681.0,-110.0,2023-11-14,15,True,2023-11
2023-11-14 16:00:00,2567.0,2554.0,-13.0,2023-11-14,16,True,2023-11
2023-11-14 17:00:00,2440.0,2540.0,100.0,2023-11-14,17,True,2023-11
2023-11-15 02:00:00,2626.0,2726.0,100.0,2023-11-15,2,True,2023-11
2023-11-15 03:00:00,2606.0,2411.0,-195.0,2023-11-15,3,True,2023-11
2023-11-15 04:00:00,2533.0,2311.0,-222.0,2023-11-15,4,True,2023-11
2023-11-15 05:00:00,2418.0,2291.0,-127.0,2023-11-15,5,True,2023-11
2023-11-15 06:00:00,2298.0,2256.0,-42.0,2023-11-15,6,True,2023-11
2023-11-15 07:00:00,2290.0,2228.0,-62.0,2023-11-15,7,True,2023-11
2023-11-15 08:00:00,2299.0,2326.0,27.0,2023-11-15,8,True,2023-11
2023-11-15 09:00:00,2310.0,2444.0,134.0,2023-11-15,9,True,2023-11
2023-11-15 10:00:00,2297.0,2420.0,123.0,2023-11-15,10,True,2023-11
2023-11-15 12:00:00,2543.0,2694.0,151.0,2023-11-15,12,True,2023-11
2023-11-15 13:00:00,2766.0,2763.0,-3.0,2023-11-15,13,True,2023-11
2023-11-15 14:00:00,2783.0,2819.0,36.0,2023-11-15,14,True,2023-11
2023-11-16 04:00:00,2392.0,2486.0,94.0,2023-11-16,4,True,2023-11
2023-11-16 05:00:00,2259.0,2291.0,32.0,2023-11-16,5,True,2023-11
2023-11-16 06:00:00,2160.0,2260.0,100.0,2023-11-16,6,True,2023-11
2023-11-16 07:00:00,2138.0,2228.0,90.0,2023-11-16,7,True,2023-11
