datetime,D,NG,Diff,Day,Hour,CloseToLimit,Month
2025-01-01 00:00:00,3176.0,3185.0,9.0,2025-01-01,0,True,2025-01
2025-01-01 01:00:00,3131.0,3009.0,-122.0,2025-01-01,1,True,2025-01
2025-01-01 02:00:00,3071.0,3010.0,-61.0,2025-01-01,2,True,2025-01
2025-01-01 03:00:00,3014.0,3052.0,38.0,2025-01-01,3,True,2025-01
2025-01-01 04:00:00,2976.0,3032.0,56.0,2025-01-01,4,True,2025-01
2025-01-01 05:00:00,2902.0,2864.0,-38.0,2025-01-01,5,True,2025-01
2025-01-01 06:00:00,2861.0,2796.0,-65.0,2025-01-01,6,True,2025-01
2025-01-01 07:00:00,2831.0,2847.0,16.0,2025-01-01,7,True,2025-01
2025-01-01 08:00:00,2830.0,2886.0,56.0,2025-01-01,8,True,2025-01
2025-01-01 09:00:00,2808.0,2845.0,37.0,2025-01-01,9,True,2025-01
2025-01-01 10:00:00,2829.0,2757.0,-72.0,2025-01-01,10,True,2025-01
2025-01-01 11:00:00,2859.0,2694.0,-165.0,2025-01-01,11,True,2025-01
2025-01-01 12:00:00,2941.0,2608.0,-333.0,2025-01-01,12,True,2025-01
2025-01-01 13:00:00,3010.0,2593.0,-417.0,2025-01-01,13,True,2025-01
2025-01-01 14:00:00,3078.0,2568.0,-510.0,2025-01-01,14,True,2025-01
2025-01-01 15:00:00,3133.0,2549.0,-584.0,2025-01-01,15,True,2025-01
2025-01-01 16:00:00,3108.0,2678.0,-430.0,2025-01-01,16,True,2025-01
2025-01-01 17:00:00,2987.0,2699.0,-288.0,2025-01-01,17,True,2025-01
2025-01-01 18:00:00,2863.0,2783.0,-80.0,2025-01-01,18,True,2025-01
2025-01-01 19:00:00,2707.0,2751.0,44.0,2025-01-01,19,True,2025-01
2025-01-01 20:00:00,2556.0,2647.0,91.0,2025-01-01,20,True,2025-01
2025-01-01 21:00:00,2486.0,2565.0,79.0,2025-01-01,21,True,2025-01
2025-01-01 22:00:00,2461.0,2425.0,-36.0,2025-01-01,22,True,2025-01
2025-01-01 23:00:00,2627.0,2490.0,-137.0,2025-01-01,23,True,2025-01
2025-01-02 00:00:00,2948.0,2554.0,-394.0,2025-01-02,0,True,2025-01
2025-01-02 01:00:00,3105.0,2710.0,-395.0,2025-01-02,1,True,2025-01
2025-01-02 02:00:00,3154.0,2729.0,-425.0,2025-01-02,2,True,2025-01
2025-01-02 03:00:00,3172.0,2654.0,-518.0,2025-01-02,3,True,2025-01
2025-01-02 04:00:00,3125.0,2767.0,-358.0,2025-01-02,4,True,2025-01
2025-01-02 05:00:00,3064.0,2811.0,-253.0,2025-01-02,5,True,2025-01
2025-01-02 06:00:00,2976.0,2837.0,-139.0,2025-01-02,6,True,2025-01
2025-01-02 07:00:00,2932.0,2588.0,-344.0,2025-01-02,7,True,2025-01
2025-01-02 08:00:00,2921.0,2401.0,-520.0,2025-01-02,8,True,2025-01
2025-01-02 09:00:00,2917.0,2392.0,-525.0,2025-01-02,9,True,2025-01
2025-01-02 10:00:00,2913.0,2537.0,-376.0,2025-01-02,10,True,2025-01
2025-01-02 11:00:00,2984.0,2612.0,-372.0,2025-01-02,11,True,2025-01
2025-01-02 12:00:00,3110.0,2765.0,-345.0,2025-01-02,12,True,2025-01
2025-01-02 13:00:00,3327.0,2984.0,-343.0,2025-01-02,13,True,2025-01
2025-01-02 14:00:00,3423.0,3109.0,-314.0,2025-01-02,14,True,2025-01
